"frequency";"r dBS21";"i dBS21"
3.21956e+07;-0.147314;0
3.25032e+07;-0.178358;0
3.28138e+07;-0.212392;0
3.31273e+07;-0.249269;0
3.34438e+07;-0.288806;0
3.37633e+07;-0.330781;0
3.40859e+07;-0.374935;0
3.44116e+07;-0.420971;0
3.47404e+07;-0.468551;0
3.50723e+07;-0.517304;0
3.54074e+07;-0.566819;0
3.57457e+07;-0.616654;0
3.60872e+07;-0.666329;0
3.6432e+07;-0.715336;0
3.67801e+07;-0.763134;0
3.71315e+07;-0.809156;0
3.74862e+07;-0.852809;0
3.78444e+07;-0.893476;0
3.8206e+07;-0.93052;0
3.8571e+07;-0.96329;0
3.89395e+07;-0.991118;0
3.93116e+07;-1.01333;0
3.96872e+07;-1.02926;0
4.00663e+07;-1.03823;0
4.04492e+07;-1.03961;0
4.08356e+07;-1.03276;0
4.12258e+07;-1.01713;0
4.16197e+07;-0.992226;0
4.20173e+07;-0.957659;0
4.24188e+07;-0.913186;0
4.2824e+07;-0.85876;0
4.32332e+07;-0.794592;0
4.36463e+07;-0.721229;0
4.40633e+07;-0.639649;0
4.44843e+07;-0.551371;0
4.49093e+07;-0.458571;0
4.53384e+07;-0.364197;0
4.57715e+07;-0.272067;0
4.62089e+07;-0.186899;0
4.66504e+07;-0.114247;0
4.70961e+07;-0.0602713;0
4.7546e+07;-0.0312952;0
4.80003e+07;-0.0331282;0
4.84589e+07;-0.070178;0
4.89219e+07;-0.144472;0
4.93893e+07;-0.254766;0
4.98612e+07;-0.39594;0
5.03376e+07;-0.55883;0
5.08185e+07;-0.730533;0
5.13041e+07;-0.895168;0
5.17943e+07;-1.03513;0
5.22891e+07;-1.1332;0
5.27887e+07;-1.1769;0
5.32931e+07;-1.16804;0
5.38023e+07;-1.14425;0
5.43163e+07;-1.22044;0
5.48353e+07;-1.63481;0
5.53592e+07;-2.6969;0
5.58881e+07;-4.53919;0
5.64221e+07;-6.96676;0
5.69611e+07;-9.67021;0
5.75054e+07;-12.4391;0
5.80548e+07;-15.1789;0
5.86095e+07;-17.8615;0
5.91694e+07;-20.4885;0
5.97348e+07;-23.0736;0
6.03055e+07;-25.6351;0
6.08817e+07;-28.1939;0
6.14634e+07;-30.7732;0
6.20506e+07;-33.3996;0
6.26435e+07;-36.1052;0
6.3242e+07;-38.9322;0
6.38462e+07;-41.9394;0
6.44562e+07;-45.2176;0
6.5072e+07;-48.9226;0
6.56938e+07;-53.3662;0
6.63214e+07;-59.3543;0
6.69551e+07;-70.7299;0
6.75948e+07;-71.1745;0
6.82406e+07;-63.4407;0
6.88926e+07;-60.5581;0
6.95508e+07;-59.1651;0
7.02154e+07;-58.5182;0
7.08862e+07;-58.331;0
7.15635e+07;-58.4661;0
7.22472e+07;-58.85;0
7.29375e+07;-59.4421;0
7.36344e+07;-60.2224;0
7.43379e+07;-61.1855;0
7.50482e+07;-62.339;0
7.57652e+07;-63.7054;0
7.64891e+07;-65.3279;0
7.72199e+07;-67.2834;0
7.79577e+07;-69.7148;0
7.87025e+07;-72.9187;0
7.94544e+07;-77.6718;0
8.02136e+07;-87.6107;0
8.098e+07;-87.7482;0
8.17537e+07;-78.642;0
8.25348e+07;-74.6039;0
8.33233e+07;-72.0889;0
8.41194e+07;-70.3267;0
8.49232e+07;-69.0181;0
8.57345e+07;-68.0152;0
8.65537e+07;-67.2339;0
8.73806e+07;-66.6218;0
8.82155e+07;-66.144;0
8.90583e+07;-65.7762;0
8.99092e+07;-65.5011;0
9.07683e+07;-65.3056;0
9.16355e+07;-65.1798;0
9.2511e+07;-65.1164;0
9.33949e+07;-65.1095;0
9.42872e+07;-65.1546;0
9.51881e+07;-65.2486;0
9.60975e+07;-65.3888;0
9.70157e+07;-65.5736;0
9.79426e+07;-65.802;0
9.88784e+07;-66.0736;0
9.98231e+07;-66.3887;0
1.00777e+08;-66.7481;0
1.0174e+08;-67.1536;0
1.02712e+08;-67.6075;0
1.03693e+08;-68.1132;0
1.04684e+08;-68.6751;0
1.05684e+08;-69.2992;0
1.06694e+08;-69.9933;0
1.07713e+08;-70.7676;0
1.08742e+08;-71.6361;0
1.09781e+08;-72.6177;0
1.1083e+08;-73.7393;0
1.11889e+08;-75.0402;0
1.12958e+08;-76.581;0
1.14037e+08;-78.4624;0
1.15127e+08;-80.8698;0
1.16227e+08;-84.2059;0
1.17337e+08;-89.6657;0
1.18458e+08;-107.402;0
1.1959e+08;-92.3493;0
1.20733e+08;-85.6347;0
1.21886e+08;-81.925;0
1.23051e+08;-79.3604;0
1.24226e+08;-77.4063;0
1.25413e+08;-75.8333;0
1.26612e+08;-74.5214;0
1.27821e+08;-73.4;0
1.29043e+08;-72.4239;0
1.30275e+08;-71.5624;0
1.3152e+08;-70.7939;0
1.32777e+08;-70.1022;0
1.34045e+08;-69.4751;0
1.35326e+08;-68.9034;0
1.36619e+08;-68.3794;0
1.37924e+08;-67.8972;0
1.39242e+08;-67.4517;0
1.40572e+08;-67.039;0
1.41916e+08;-66.6556;0
1.43271e+08;-66.2985;0
1.4464e+08;-65.9653;0
1.46022e+08;-65.6538;0
1.47417e+08;-65.3621;0
1.48826e+08;-65.0887;0
1.50248e+08;-64.8321;0
1.51683e+08;-64.5909;0
1.53133e+08;-64.3642;0
1.54596e+08;-64.1508;0
1.56073e+08;-63.9499;0
1.57564e+08;-63.7606;0
1.59069e+08;-63.5823;0
1.60589e+08;-63.4141;0
1.62123e+08;-63.2556;0
1.63672e+08;-63.1062;0
1.65236e+08;-62.9653;0
1.66815e+08;-62.8325;0
1.68409e+08;-62.7073;0
1.70018e+08;-62.5894;0
1.71642e+08;-62.4784;0
1.73282e+08;-62.3739;0
1.74938e+08;-62.2756;0
1.76609e+08;-62.1833;0
1.78296e+08;-62.0966;0
1.8e+08;-62.0153;0
